pl_name,updated_ecc,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,rv_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-88 d,0.41,KOI-142,1,1,3,Radial Velocity,2020,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,1403.0,14.0,-14.0,0,,,,,,,,,,,,,965.147,44.0067,-44.0067,0.0,3.05046,0.16002,-0.16002,0.0,Msin(i)/sin(i),0.41,0.03,-0.03,0.0,,,,,,,,,0,63.5,3.5,-3.5,0.0,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,,5466.0,60.0,-60.0,0.0,0.9,0.02,-0.02,0.0,0.99,0.02,-0.02,0.0,0.27,0.06,-0.06,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m35.54s,291.1481028,+40d40m09.89s,40.669413,376.863,2.01,-1.991,13.209,0.126,-0.126,11.454,0.019,-0.019,13.1048,0.000275,-0.000275,2020-05-28,2020-05,2020-06-04
L 98-59 e,0.128,L 98-59,1,1,4,Radial Velocity,2021,Multiple Observatories,1,Published Confirmed,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,12.796,0.02,-0.019,0,0.0717,0.006,-0.0048,0.0,,,,,,,,,3.06,0.33,-0.37,0.0,0.00963,0.00104,-0.00116,0.0,Msini,0.128,0.108,-0.076,0.0,,,,,342.0,20.0,-18.0,0.0,0,2.01,0.16,-0.2,0.0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,M3 V,3415.0,135.0,-135.0,0.0,0.3,0.03,-0.02,0.0,0.27,0.03,-0.03,0.0,-0.46,0.26,-0.26,0.0,[Fe/H],4.86,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m07.89s,124.5328604,-68d18m52.08s,-68.3144658,10.6194,0.0032,-0.0032,11.685,0.017,-0.017,7.101,0.018,-0.018,10.5976,0.000765,-0.000765,2021-08-25,2021-09,2021-08-25
LHS 3154 b,0.076,LHS 3154,1,1,1,Radial Velocity,2023,McDonald Observatory,1,Published Confirmed,0,<a refstr=STEF_AACUTE_NSSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Sci...382.1031S/abstract target=ref>Stef&aacute;nsson et al. 2023</a>,3.71778,0.0008,-0.00081,0,0.02262,0.00018,-0.00018,0.0,,,,,,,,,13.15,0.84,-0.82,0.0,0.04137,0.00264,-0.00258,0.0,Msini,0.076,0.057,-0.047,0.0,,,,,,,,,0,23.4,1.5,-1.4,0.0,<a refstr=STEF_AACUTE_NSSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Sci...382.1031S/abstract target=ref>Stef&aacute;nsson et al. 2023</a>,M6.5,2861.0,77.0,-77.0,0.0,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h06m32.82s,241.6367309,+40d54m24.56s,40.9068221,15.7606,0.018,-0.018,17.65,0.2,-0.2,10.072,0.019,-0.019,14.8561,0.000566,-0.000566,2023-12-14,2023-12,2023-12-14
LSPM J2116+0234 b,0.183,LSPM J2116+0234,1,1,1,Radial Velocity,2019,Calar Alto Observatory,1,Published Confirmed,0,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A.116L/abstract target=ref>Lalitha et al. 2019</a>,14.4399,0.0078,-0.0087,0,0.0876,0.0022,-0.0021,0.0,,,,,,,,,13.3,1.0,-1.1,0.0,0.04185,0.00315,-0.00346,0.0,Msini,0.183,0.062,-0.063,0.0,,,,,,,,,0,6.26,0.41,-0.39,0.0,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A.116L/abstract target=ref>Lalitha et al. 2019</a>,M3.0 V,3475.0,51.0,-51.0,0.0,0.43,0.01,-0.01,0.0,0.43,0.03,-0.03,0.0,-0.05,0.16,-0.16,0.0,[Fe/H],4.95,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h16m27.54s,319.1147513,+02d34m50.78s,2.5807711,17.6297,0.01865,-0.01865,11.961,0.078,-0.078,7.324,0.027,-0.027,10.8595,0.000753,-0.000753,2019-06-07,2019-07,2019-06-13
NGC 2682 Sand 1429 b,0.0,NGC 2682 Sand 1429,1,1,1,Radial Velocity,2024,Multiple Observatories,1,Published Confirmed,0,<a refstr=THOMAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240302911T/abstract target=ref>Thomas et al. 2024</a>,77.48,0.18,-0.19,0,0.384,0.004,-0.004,0.0,,,,,,,,,572.09113,63.56568,-63.56568,0.0,1.8,0.2,-0.2,0.0,Msini,0.0,,,0.0,,,,,683.0,9.0,-9.0,0.0,0,74.0,8.0,-8.0,0.0,<a refstr=THOMAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240302911T/abstract target=ref>Thomas et al. 2024</a>,F9.5 V,6000.0,40.0,-40.0,0.0,2.13,0.04,-0.04,0.0,1.26,0.04,-0.04,0.0,-0.013,0.023,-0.023,0.0,[Fe/H],4.01,0.16,-0.16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m03.55s,133.0147781,+11d41m23.87s,11.6899626,852.793,29.499,-27.625,12.704,0.057,-0.057,11.306,0.018,-0.018,12.5858,0.000178,-0.000178,2024-03-25,2024-03,2024-03-25
NGC 2682 Sand 364 b,0.35,NGC 2682 Sand 364,1,1,1,Radial Velocity,2014,Multiple Observatories,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,121.71,0.31,-0.31,0,0.53,0.01,-0.01,0.0,,,,,,,,,2126.2827,2580.7796,-2580.7796,0.0,6.69,8.12,-8.12,0.0,Msini,0.35,0.08,-0.08,0.0,,,,,,,,,0,67.4,5.8,-5.8,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4284.0,9.0,-9.0,0.0,39.59,35.82,-35.82,0.0,9.06,16.45,-16.45,0.0,-0.02,,,0.0,[Fe/H],2.2,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h49m56.81s,132.4866957,+11d41m32.94s,11.6924845,817.192,39.553,-36.128,9.616,0.018,-0.018,6.693,9.995,-9.995,9.40374,0.000293,-0.000293,2018-09-04,2017-03,2018-09-06
NGC 2682 Sand 978 b,0.16,NGC 2682 Sand 978,1,1,1,Radial Velocity,2017,Multiple Observatories,1,Published Confirmed,0,<a refstr=BRUCALASSI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..85B/abstract target=ref>Brucalassi et al. 2017</a>,511.21,2.04,-2.04,0,,,,,,,,,,,,,692.8694,54.0311,-54.0311,0.0,2.18,0.17,-0.17,0.0,Msini,0.16,0.07,-0.07,0.0,,,,,,,,,0,45.48,3.65,-3.65,0.0,<a refstr=BRUCALASSI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..85B/abstract target=ref>Brucalassi et al. 2017</a>,K4 III,4200.0,21.0,-21.0,0.0,,,,,1.37,0.02,-0.02,0.0,,,,,,1.8,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m17.47s,132.8228085,+11d45m22.67s,11.7562959,821.918,30.526,-30.526,9.814,0.01,-0.01,6.494,0.021,-0.021,9.25286,0.000242,-0.000242,2017-03-29,2017-07,2017-03-30
NGC 2682 YBP 1194 b,0.3,NGC 2682 YBP 1194,1,1,1,Radial Velocity,2014,Multiple Observatories,1,Published Confirmed,0,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,6.959,0.001,-0.001,0,,,,,,,,,,,,,101.7056,9.5349,-9.5349,0.0,0.32,0.03,-0.03,0.0,Msini,0.3,0.08,-0.08,0.0,,,,,,,,,0,35.8,3.81,-3.81,0.0,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,G5 V,5780.0,27.0,-27.0,0.0,,,,,1.01,0.02,-0.02,0.0,,,,,,4.44,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m00.79s,132.7533077,+11d48m52.75s,11.8146537,872.92,28.353,-28.353,14.569,0.149,-0.149,12.965,0.029,-0.029,14.4666,0.000292,-0.000292,2016-07-06,2016-07,2016-07-07
NGC 2682 YBP 1514 b,0.28,NGC 2682 YBP 1514,1,1,1,Radial Velocity,2014,Multiple Observatories,1,Published Confirmed,0,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,5.118,0.001,-0.001,0,,,,,,,,,,,,,127.132,120.7754,-120.7754,0.0,0.4,0.38,-0.38,0.0,Msini,0.28,0.09,-0.09,0.0,,,,,,,,,0,50.06,5.03,-5.03,0.0,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,G5 V,5725.0,45.0,-45.0,0.0,,,,,0.96,0.01,-0.01,0.0,,,,,,4.57,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m00.75s,132.7531307,+11d53m11.45s,11.8865128,914.221,30.32,-30.32,14.684,0.114,-0.114,13.105,0.028,-0.028,14.6201,0.000278,-0.000278,2016-07-06,2016-07,2016-07-07
NGC 2682 YBP 401 b,0.15,NGC 2682 YBP 401,1,1,1,Radial Velocity,2016,La Silla Observatory,1,Published Confirmed,0,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,4.087,0.007,-0.007,0,,,,,,,,,,,,,146.2018,15.8915,-15.8915,0.0,0.46,0.05,-0.05,0.0,Msini,0.15,0.08,-0.08,0.0,,,,,,,,,0,49.06,3.5,-3.5,0.0,<a refstr=BRUCALASSI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...592L...1B/abstract target=ref>Brucalassi et al. 2016</a>,F9 V,6165.0,64.0,-64.0,0.0,,,,,1.14,0.02,-0.02,0.0,,,,,,4.3,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h51m19.03s,132.8293081,+11d40m15.70s,11.6710271,830.822,21.8685,-21.8685,13.699,0.092,-0.092,12.337,0.024,-0.024,13.5888,0.000204,-0.000204,2016-07-06,2016-07,2016-07-07
Pr0201 b,0.0,Pr0201,1,1,1,Radial Velocity,2012,Fred Lawrence Whipple Observatory,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.4264,0.007,-0.007,0,0.06,0.0,0.0,0.0,,,,,,,,,171.6282,38.1396,-38.1396,0.0,0.54,0.12,-0.12,0.0,Msini,0.0,,,0.0,,,,,,,,,0,58.1,4.1,-4.1,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6174.0,50.0,-50.0,0.0,1.15,0.12,-0.12,0.0,1.24,0.39,-0.39,0.0,0.19,,,0.0,[Fe/H],4.41,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m43.78s,130.4324005,+20d13m36.54s,20.2268164,180.64,2.488,-2.423,10.445,0.008,-0.008,9.142,0.018,-0.018,10.3508,0.000458,-0.000458,2018-09-04,2017-03,2018-09-06
Pr0211 b,0.011,Pr0211,1,2,2,Radial Velocity,2012,Fred Lawrence Whipple Observatory,1,Published Confirmed,0,<a refstr=MALAVOLTA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.118M/abstract target=ref>Malavolta et al. 2016</a>,2.1461,3e-05,-3e-05,0,0.03176,0.00015,-0.00015,0.0,,,,,,,,,597.5204,9.5349,-9.5349,0.0,1.88,0.03,-0.03,0.0,Msini,0.011,0.012,-0.008,0.0,,,,,,,,,0,309.7,4.2,-4.2,0.0,<a refstr=MALAVOLTA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.118M/abstract target=ref>Malavolta et al. 2016</a>,,5300.0,30.0,-30.0,0.0,0.83,0.01,-0.01,0.0,0.94,0.01,-0.01,0.0,0.18,0.02,-0.02,0.0,[Fe/H],4.51,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h42m11.46s,130.547744,+19d16m37.05s,19.276957,182.714,1.063,-1.051,12.163,0.08,-0.08,10.173,0.016,-0.016,11.9281,0.00057,-0.00057,2016-02-10,2016-04,2016-02-11
Pr0211 c,0.71,Pr0211,1,2,2,Radial Velocity,2016,Roque de los Muchachos Observatory,1,Published Confirmed,0,<a refstr=MALAVOLTA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.118M/abstract target=ref>Malavolta et al. 2016</a>,4850.0,4560.0,-1750.0,0,5.5,3.0,-1.4,0.0,,,,,,,,,2475.8957,104.8839,-104.8839,0.0,7.79,0.33,-0.33,0.0,Msini,0.71,0.11,-0.11,0.0,,,,,,,,,0,138.0,7.0,-7.0,0.0,<a refstr=MALAVOLTA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.118M/abstract target=ref>Malavolta et al. 2016</a>,,5300.0,30.0,-30.0,0.0,0.83,0.01,-0.01,0.0,0.94,0.01,-0.01,0.0,0.18,0.02,-0.02,0.0,[Fe/H],4.51,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h42m11.46s,130.547744,+19d16m37.05s,19.276957,182.714,1.063,-1.051,12.163,0.08,-0.08,10.173,0.016,-0.016,11.9281,0.00057,-0.00057,2016-02-10,2016-04,2016-02-11
Proxima Cen b,0.02,Proxima Cen,1,3,1,Radial Velocity,2016,European Southern Observatory,1,Published Confirmed,0,<a refstr=FARIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.115F/abstract target=ref>Faria et al. 2022</a>,11.1868,0.0029,-0.0031,0,0.04856,0.0003,-0.0003,0.0,,,,,,,,,1.07,0.06,-0.06,0.0,0.00337,0.00019,-0.00019,0.0,Msini,0.02,0.04,-0.02,0.0,,,,,,,,,0,1.24,0.07,-0.07,0.0,<a refstr=FARIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.115F/abstract target=ref>Faria et al. 2022</a>,M5.5 V,2900.0,100.0,-100.0,0.0,0.14,0.02,-0.02,0.0,0.12,0.0,0.0,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,1.30119,0.00034,-0.00035,11.01,0.1,-0.1,4.384,0.033,-0.033,8.95361,0.000918,-0.000918,2023-05-15,2022-02,2023-05-15
Ross 128 b,0.116,Ross 128,1,1,1,Radial Velocity,2017,La Silla Observatory,1,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,9.8658,0.007,-0.007,0,0.0496,0.0017,-0.0017,0.0,,,,,,,,,1.4,0.21,-0.21,0.0,0.0044,0.00066,-0.00066,0.0,Msini,0.116,0.097,-0.097,0.0,1.38,,,0.0,301.0,,,0.0,0,1.39,0.18,-0.18,0.0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,M4,3192.0,60.0,-60.0,0.0,0.2,0.01,-0.01,0.0,0.17,0.02,-0.02,0.0,-0.02,0.08,-0.08,0.0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h47m45.02s,176.9376036,+00d47m57.44s,0.7992898,3.37454,0.000805,-0.000805,11.12,0.1,-0.1,5.654,0.024,-0.024,9.59067,0.00112,-0.00112,2017-11-16,2018-05,2017-11-17
Ross 508 b,0.33,Ross 508,1,1,1,Radial Velocity,2022,Subaru Telescope,1,Published Confirmed,0,<a refstr=HARAKAWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220511986H/abstract target=ref>Harakawa et al. 2022</a>,10.77,0.01,-0.01,0,0.05366,0.00056,-0.00049,0.0,,,,,,,,,4.0,0.53,-0.55,0.0,0.01259,0.00167,-0.00173,0.0,Msini,0.33,0.13,-0.15,0.0,,,,,,,,,0,3.92,0.6,-0.58,0.0,<a refstr=HARAKAWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220511986H/abstract target=ref>Harakawa et al. 2022</a>,M4.5 V,3071.0,34.0,-22.0,0.0,0.21,0.01,-0.01,0.0,0.18,0.0,0.0,0.0,-0.2,0.2,-0.2,0.0,[Fe/H],5.04,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h23m50.71s,230.9613022,+17d27m37.92s,17.4605347,11.2103,0.0107,-0.0107,14.18,0.2,-0.2,8.279,0.023,-0.023,12.2066,0.000732,-0.000732,2022-06-08,2022-05,2022-06-08
TIC 139270665 c,0.566,TIC 139270665,1,1,2,Radial Velocity,2024,Lick Observatory,1,Published Confirmed,0,<a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>,1010.0,780.0,-220.0,0,2.0,0.93,-0.31,0.0,,,,,,,,,1554.18091,209.76675,-117.59651,0.0,4.89,0.66,-0.37,0.0,Msini,0.566,0.12,-0.069,0.0,0.21,0.1,-0.12,0.0,200.0,18.0,-35.0,0.0,0,116.8,6.6,-4.4,0.0,<a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>,G2,5844.0,84.0,-82.0,0.0,1.02,0.04,-0.03,0.0,1.03,0.05,-0.06,0.0,0.156,0.057,-0.056,0.0,[Fe/H],4.44,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h16m08.14s,124.0338967,+33d17m29.23s,33.2914532,189.875,1.615,-1.589,10.385,0.005,-0.005,8.946,0.019,-0.019,10.1805,0.000347,-0.000347,2024-05-08,2024-04,2024-05-08
TOI-1052 c,0.237,TOI-1052,1,1,2,Radial Velocity,2023,Multiple Observatories,1,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2090A/abstract target=ref>Armstrong et al. 2023</a>,35.806,0.453,-0.381,0,0.2263,0.0024,-0.0023,0.0,,,,,,,,,34.3,4.1,-3.7,0.0,0.10792,0.0129,-0.01164,0.0,Msini,0.237,0.09,-0.082,0.0,39.7,2.3,-2.2,0.0,719.0,,,0.0,0,6.11,0.8,-0.69,0.0,<a refstr=ARMSTRONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2090A/abstract target=ref>Armstrong et al. 2023</a>,,6146.0,62.0,-62.0,0.0,1.26,0.03,-0.03,0.0,1.2,0.03,-0.03,0.0,0.14,0.013,-0.013,0.0,[Fe/H],4.3,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m02.47s,337.5102738,-75d38m47.62s,-75.6465606,129.804,0.56,-0.555,9.511,0.003,-0.003,8.246,0.025,-0.025,9.39972,0.000309,-0.000309,2023-08-07,2023-07,2023-08-07
TOI-1062 c,0.14,TOI-1062,1,1,2,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,7.972,0.018,-0.024,0,0.08,0.013,-0.012,0.0,,,,,,,,,9.78,1.26,-1.18,0.0,0.03077,0.00396,-0.00371,0.0,Msini,0.14,0.073,-0.069,0.0,95.0,5.0,-4.0,0.0,859.0,9.0,-8.0,0.0,0,4.05,0.46,-0.41,0.0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,G9 V,5328.0,56.0,-56.0,0.0,0.84,0.09,-0.09,0.0,0.94,0.02,-0.02,0.0,0.14,0.04,-0.04,0.0,[Fe/H],4.55,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374,2021-08-03,2021-09,2021-08-03
TOI-1272 c,0.35,TOI-1272,1,1,2,Radial Velocity,2022,W. M. Keck Observatory,1,Published Confirmed,0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,8.689,0.008,-0.008,0,0.0783,0.0014,-0.0014,0.0,,,,,,,,,26.7,3.1,-3.1,0.0,0.08401,0.00975,-0.00975,0.0,Msini,0.35,,,1.0,,,,,697.0,23.0,-23.0,0.0,0,9.4,1.0,-1.0,0.0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,,4985.0,121.0,-121.0,0.0,0.79,0.03,-0.03,0.0,0.85,0.05,-0.05,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.55,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.572,0.403,-0.401,11.758,0.046,-0.046,9.701,0.02,-0.02,11.6,0.000497,-0.000497,2022-07-12,2022-06,2022-07-12
TOI-1288 c,0.13,TOI-1288,1,1,2,Radial Velocity,2022,Multiple Observatories,1,Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3440K/abstract target=ref>Knudstrup et al. 2022</a>,443.0,11.0,-13.0,0,,,,,,,,,,,,,84.0,7.0,-7.0,0.0,0.26429,0.02202,-0.02202,0.0,Msini,0.13,0.07,-0.09,0.0,,,,,,,,,0,7.6,0.5,-0.6,0.0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3440K/abstract target=ref>Knudstrup et al. 2022</a>,G V,5225.0,23.0,-27.0,0.0,1.01,0.01,-0.01,0.0,0.89,0.04,-0.02,0.0,0.07,0.09,-0.09,0.0,[Fe/H],4.24,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.865,0.322,-0.321,10.445,0.007,-0.007,8.779,0.021,-0.021,10.4468,0.000358,-0.000358,2023-01-04,2022-12,2023-01-04
